,city id,city,country,lat,lng,temperature,humidity,clouds,wind speed
283,5847411,Kahului,US,20.8947,-156.47,70.23,64,40,20.71
284,2037078,Hailar,CN,49.2,119.7,25.27,93,100,22.08
285,2171099,Codrington,AU,-38.2667,141.9667,48.63,89,100,4.65
286,203104,Byumba,RW,-1.5763,30.0675,56.16,92,98,2.26
287,543508,Kovdor,RU,67.5662,30.4758,24.55,98,99,4.61
288,2063036,Port Lincoln,AU,-34.7333,135.8667,58.95,77,0,8.95
289,2013465,Verkhoyansk,RU,67.5447,133.385,-28.98,81,100,1.83
290,2527087,Tiznit Province,MA,29.5833,-9.5,52.59,75,58,9.69
291,1819729,Hong Kong,HK,22.2855,114.1577,66.85,93,83,8.72
292,3387204,Soure,BR,-0.7167,-48.5233,81.05,82,26,11.36
293,3404558,Cabedelo,BR,-6.9811,-34.8339,75.2,100,90,6.91
294,2140466,Moindou,NC,-21.6924,165.677,71.6,94,90,3.44
295,3899695,Ancud,CL,-41.8697,-73.8203,68.23,63,0,8.05
296,3529654,Dzilam González,MX,21.2833,-88.9333,90.23,36,0,7.34
297,2030065,Mandalgovi,MN,45.7625,106.2708,23.45,79,100,19.37
298,3903391,Tarabuco,BO,-19.1667,-64.9167,57.83,59,74,4.94
299,2094342,Kavieng,PG,-2.5744,150.7967,82.71,70,100,7.87
300,1492255,Sherbakul',RU,54.6316,72.3963,-22.0,69,34,5.61
301,608872,Makat,KZ,47.6469,53.3463,15.51,96,38,5.75
302,213940,Kasongo,CD,-4.45,26.6667,70.23,98,100,3.8
303,2381972,Adrar,MR,20.5022,-10.0711,70.27,21,0,9.04
304,2129163,Mombetsu,JP,44.3525,143.3525,19.0,77,90,10.0
305,6541341,Porto Empedocle,IT,37.2934,13.5264,54.05,94,0,3.44
306,6179138,Westlock,CA,54.1502,-113.8688,-0.4,78,100,11.5
307,2028164,Deputatsky,RU,69.3,139.9,-32.24,86,65,0.63
308,527012,Mikhaylovka,RU,50.06,43.2379,39.99,94,100,15.01
309,1260771,Palāsa,IN,18.7667,84.4167,72.45,69,0,6.82
310,136014,Gachsaran,IR,30.3586,50.7981,51.8,76,0,4.61
311,2632287,Dalvik,IS,65.9702,-18.5286,42.8,70,75,4.61
312,5595320,Hayden,US,47.766,-116.7866,37.15,69,90,8.05
313,6014443,Lac du Bonnet,CA,50.2536,-96.0612,36.0,100,100,7.0
314,5110365,Broome,US,42.2506,-75.833,36.36,44,1,5.75
315,2514301,Mahon,ES,39.8885,4.2658,50.0,87,20,6.91
316,2037485,Erenhot,CN,43.6475,111.9767,38.52,69,76,21.92
317,4944903,Nantucket,US,41.2835,-70.0995,35.83,44,1,9.22
318,5503914,Fallon,US,39.4735,-118.7774,48.2,20,20,11.5
319,1641977,Kalianget,ID,-7.05,113.9333,79.16,82,95,10.69
320,472878,Vokhtoga,RU,58.8147,41.0461,12.63,96,100,7.14
321,739236,Sungurlu,TR,40.1675,34.3739,35.19,85,0,1.81
322,1648186,Bontang,ID,0.1333,117.5,78.22,86,83,2.82
323,777019,Vardø,NO,70.3705,31.1107,32.0,86,90,31.07
324,6078112,Moose Jaw,CA,50.4001,-105.5344,29.3,74,100,14.97
325,2110227,Butaritari,KI,3.0707,172.7902,81.0,80,100,17.87
326,2015608,Tambovka,RU,50.0969,128.0489,3.2,72,0,8.95
327,160677,Chake Chake,TZ,-5.2459,39.7666,79.93,76,0,9.84
328,3428068,San Vicente,AR,-26.6167,-54.1333,88.47,33,72,3.6
329,4018904,Álamos,MX,27.0167,-108.9333,77.0,42,47,5.5
330,2308278,Mbini,GQ,1.574,9.6134,84.2,84,20,6.91
331,4945455,Norfolk,US,42.1668,-71.2495,40.46,33,1,4.61
332,1484943,Zverinogolovskoye,RU,54.4586,64.8542,-20.52,87,0,9.01
333,3936456,Lima,PE,-12.0432,-77.0282,80.31,54,0,9.22
334,1688781,City of San Pedro,PH,14.35,121.0167,78.58,89,75,1.14
335,2177069,Ballina,AU,-28.8667,153.5667,71.42,94,53,3.76
336,5975004,High Level,CA,58.5169,-117.136,-13.0,70,90,5.75
337,434147,Rutana Province,BI,-3.8667,30.1,58.66,88,64,1.72
338,2641434,Northam,GB,51.0333,-4.2167,42.03,77,0,1.63
339,219414,Basoko,CD,1.2391,23.616,79.29,42,0,1.7
340,246008,Petra,JO,30.3222,35.4793,52.0,40,0,6.46
341,1262062,Naliya,IN,23.2667,68.8333,71.82,85,0,9.28
342,7601762,Bairiki Village,KI,1.3292,172.9752,80.6,83,40,10.36
343,3649959,Zamora,EC,-4.0692,-78.9567,78.8,57,90,4.61
344,1640972,Katobu,ID,-4.9408,122.5276,75.43,92,0,3.44
345,3361934,Saldanha,ZA,-33.0117,17.9442,75.2,50,0,13.8
346,2980080,Saint-François,FR,46.4154,3.9054,45.54,87,90,11.5
347,5392171,San Jose,US,37.3394,-121.895,58.64,51,1,11.5
348,2071860,Esperance,AU,-33.8667,121.9,60.8,88,90,10.36
349,3393536,Olinda,BR,-8.0089,-34.8553,77.0,73,75,4.61
350,303830,Nevşehir,TR,38.9167,34.6667,33.8,69,0,3.44
351,2132606,Samarai,PG,-10.6167,150.6667,81.09,80,95,9.53
352,1859964,Kaseda-shirakame,JP,31.4167,130.3167,51.01,76,100,15.01
353,1803886,Lianran,CN,24.9227,102.485,50.0,57,0,4.47
354,3517970,Pochutla,MX,15.7432,-96.4661,88.05,45,1,11.5
355,1509847,Bograd,RU,54.2344,90.8328,-2.2,60,0,13.42
356,2156643,Mount Gambier,AU,-37.8333,140.7667,44.6,93,100,1.14
357,6454423,Seclin,FR,50.55,3.0333,43.88,65,0,5.75
358,2121025,Srednekolymsk,RU,67.45,153.6833,-23.55,87,100,2.37
359,2126199,Cherskiy,RU,68.75,161.3,-30.1,98,59,3.8
360,2012956,Yerbogachën,RU,61.2767,108.0108,-21.37,98,0,5.1
361,3939761,Hualmay,PE,-11.0964,-77.6139,78.17,55,6,9.28
362,489701,Spiridonovka,RU,53.0925,50.6462,8.6,85,90,13.42
363,2167426,Emerald,AU,-23.5333,148.1667,76.57,78,75,8.05
364,7671223,Kloulklubed,PW,7.0419,134.2556,75.2,94,75,4.61
365,1529660,Aksu,CN,41.1231,80.2644,34.34,92,100,11.61
366,2289049,Ferkessédougou,CI,9.6,-5.2,83.48,11,4,1.34
367,2059470,Victor Harbor,AU,-35.5667,138.6167,54.0,83,65,5.01
368,3869716,Tocopilla,CL,-22.092,-70.1979,73.83,53,18,3.58
369,2315026,Kasongo-Lunda,CD,-6.4667,16.8167,71.85,89,92,1.28
370,610298,Beyneu,KZ,45.3167,55.2,24.48,97,100,12.06
371,1849592,Tsuruga,JP,35.6455,136.0558,39.99,69,100,11.99
372,336454,Ginir,ET,7.1333,40.7,63.57,36,13,1.21
373,1179758,Diplo,PK,24.4667,69.584,73.76,62,0,16.8
374,1067565,Beloha,MG,-25.1667,45.05,72.27,90,100,7.49
375,2636638,Stromness,GB,58.965,-3.296,42.8,87,100,10.36
376,1267390,Kavaratti,IN,10.5669,72.642,82.0,76,0,15.05
377,1835848,Seoul,KR,37.5683,126.9778,34.38,80,0,2.3
378,1645133,Dumai,ID,1.6833,101.45,73.53,94,99,3.49
379,553766,Kamenka,RU,51.3223,42.7678,41.0,93,100,15.01
380,950709,Swellendam,ZA,-34.0226,20.4417,68.0,68,0,11.5
381,292968,Abu Dhabi,AE,24.4667,54.3667,67.21,64,0,11.5
382,525426,Sobolevo,RU,54.4299,31.8996,35.17,91,100,12.17
383,3665202,Aripuanã,BR,-9.1667,-60.6333,83.95,66,52,3.04
384,2249281,Linguère,SN,15.3953,-15.1193,96.8,8,0,6.91
385,2067089,Maningrida,AU,-12.0667,134.2667,77.59,85,100,1.99
386,3420846,Qaqortoq,GL,60.7167,-46.0333,32.0,64,20,9.22
387,1732857,Tangkak,MY,2.2673,102.5453,78.4,83,20,2.3
388,3374083,Bathsheba,BB,13.2167,-59.5167,80.6,65,75,24.16
389,2349788,Ankpa,NG,7.3706,7.6253,86.05,33,65,3.89
390,3837056,San Luis,AR,-33.295,-66.3356,90.77,34,24,10.49
391,2138555,Poum,NC,-20.2333,164.0167,80.28,75,90,9.26
392,3466980,Caravelas,BR,-17.7125,-39.2481,82.42,63,0,10.42
393,1733953,Lahad Datu,MY,5.0268,118.327,74.53,91,0,3.2
394,3451138,Rio Grande,BR,-32.035,-52.0986,82.4,54,20,17.27
395,2064735,Nhulunbuy,AU,-12.2333,136.7667,77.0,88,100,3.44
396,1282770,Siraha,NP,26.6541,86.2087,66.02,33,0,2.06
397,2629833,Husavik,IS,66.0449,-17.3389,42.8,70,75,4.61
398,1254046,Tura,IN,25.5198,90.2201,66.34,38,0,3.74
399,986717,Kruisfontein,ZA,-34.0033,24.7314,62.01,81,0,3.0
400,3386213,Touros,BR,-5.1989,-35.4608,75.2,94,75,5.75
401,1490085,Tarko-Sale,RU,64.9225,77.785,-17.34,88,84,5.57
402,1687186,Sarangani,PH,5.4033,125.4636,81.61,76,83,9.82
403,1814093,Dali,CN,25.7,100.1833,47.43,80,47,4.72
404,3932145,Pisco,PE,-13.7,-76.2167,76.15,73,0,10.36
405,3464008,Esmeraldas,BR,-19.7625,-44.3139,72.81,83,75,6.91
406,2017979,Petropavlovka,RU,50.6114,105.3196,-2.61,86,99,5.21
407,371745,Kutum,SD,14.2,24.6667,63.18,25,0,7.34
408,3588984,Sayaxché,GT,16.5167,-90.1667,85.86,52,34,3.18
409,3405304,Bom Jesus,BR,-9.0744,-44.3586,80.85,82,100,4.07
410,415189,Aden,YE,12.7794,45.0367,76.8,71,0,9.53
411,3356832,Henties Bay,NA,-22.116,14.2845,64.0,88,100,5.01
412,3855075,General Pico,AR,-35.6566,-63.7568,99.95,13,0,13.11
413,1491230,Sovetskiy,RU,61.3614,63.5842,-11.2,91,93,5.48
414,1737486,Bintulu,MY,3.1667,113.0333,77.0,94,40,3.44
415,3870243,Taltal,CL,-25.4,-70.4833,71.55,62,2,5.03
416,1808370,Hengyang,CN,26.8881,112.615,46.27,88,95,2.95
417,108410,Riyadh,SA,24.6877,46.7219,61.25,17,0,6.91
418,2224827,Ngaoundéré,CM,7.3167,13.5833,71.62,24,45,3.83
419,1529376,Korla,CN,41.7597,86.1469,30.33,88,100,11.92
420,1849892,Tottori-shi,JP,35.5,134.2333,39.83,73,100,16.98
421,1524889,Chardara,KZ,41.2547,67.9692,26.83,57,100,6.38
422,3421193,Paamiut,GL,61.994,-49.6678,23.18,92,100,13.89
423,3832694,Villa María,AR,-32.4075,-63.2402,97.59,16,0,11.41
424,3904906,Santa Cruz de la Sierra,BO,-17.8,-63.1667,85.3,66,75,5.75
425,3939168,Huarmey,PE,-10.0681,-78.1522,78.21,56,4,9.89
426,1514792,Gazojak,TM,41.1875,61.4036,29.44,58,100,11.61
427,1488048,Ulagan,RU,50.6321,87.9563,-11.61,85,100,3.87
428,1213855,Sibolga,ID,1.7427,98.7792,75.99,82,2,4.45
429,5888001,Atikokan,CA,48.7555,-91.6216,32.45,94,100,15.99
430,777682,Skjervøy,NO,70.0311,20.9714,37.4,75,75,9.22
431,3336897,La Rioja,ES,42.25,-2.5,53.6,76,0,9.22
432,89113,Ajdabiya,LY,30.7554,20.2263,60.46,63,100,12.62
433,935214,Saint-Pierre,RE,-21.3393,55.4781,77.97,74,20,3.44
434,6089245,Norman Wells,CA,65.282,-126.8329,-27.4,68,75,6.06
435,778707,Mehamn,NO,71.0357,27.8492,33.8,75,75,24.16
436,5468773,Gallup,US,35.5281,-108.7426,44.02,21,1,12.66
437,3437056,San Lorenzo,PY,-25.3333,-57.5333,93.2,40,20,4.61
438,5882953,Aklavik,CA,68.2191,-135.0107,-34.6,67,75,2.17
439,4255151,Bud,US,39.447,-86.1758,44.33,61,48,12.21
440,217745,Bumba,CD,2.1833,22.4667,81.43,31,85,1.99
441,4845585,Westport,US,41.1415,-73.3579,41.31,39,1,9.22
442,359792,Aswān,EG,24.0934,32.907,64.83,17,0,9.93
443,1528998,Yumen,CN,40.2833,97.2,23.9,68,100,5.28
444,3600195,Yoro,HN,15.1333,-87.1333,86.0,48,40,9.22
445,4809537,Huntington,US,38.4193,-82.4452,48.04,42,75,4.61
446,1512101,Agirish,RU,61.9247,63.0231,-6.52,97,100,7.0
447,3455168,Paracatu,BR,-17.2222,-46.8747,73.63,88,100,2.51
448,286245,Sur,OM,22.5667,59.5289,73.04,65,0,2.53
449,1159384,Tāybād,IR,34.74,60.7756,28.06,60,0,6.46
450,2022083,Alekseyevsk,RU,57.8406,108.3492,-8.45,87,100,2.44
451,70979,Sayyan,YE,15.1718,44.3244,59.05,45,0,6.91
452,2662689,Visby,SE,57.6409,18.296,41.56,81,75,12.66
453,3422683,Kangaatsiaq,GL,68.3065,-53.4641,13.44,95,100,2.17
454,6149996,Smithers,CA,54.7804,-127.1743,32.0,69,90,5.03
455,2511150,Santa Lucía,ES,27.9117,-15.5407,63.23,63,75,23.02
456,215605,Kabare,CD,-2.4683,28.8242,62.65,80,2,1.81
457,2068110,Kununurra,AU,-15.7667,128.7333,77.0,73,98,4.81
458,3374333,Praia,CV,14.9215,-23.5087,75.2,53,0,25.32
459,2362323,Bogandé,BF,12.9714,-0.1436,80.58,14,0,8.66
460,3393922,Nísia Floresta,BR,-6.0911,-35.2086,76.1,94,75,5.75
461,4034188,Moerai,PF,-22.4333,-151.3333,79.86,76,100,1.14
462,780717,Båtsfjord,NO,70.6345,29.7185,31.59,86,40,21.85
463,1488780,Tyukalinsk,RU,55.8732,72.1967,-20.29,88,62,5.08
464,2255564,Ouésso,CG,1.6136,16.0517,78.66,60,3,3.83
465,5742974,North Bend,US,43.4065,-124.2243,48.06,71,40,17.27
466,4589446,North Myrtle Beach,US,33.816,-78.68,61.83,72,90,16.11
467,3522526,Nuevo Progreso,MX,23.1667,-97.95,81.39,57,100,4.0
468,1640576,Kefamenanu,ID,-9.4467,124.4781,71.1,93,100,0.4
469,3175096,Laas,IT,46.6166,10.7002,45.72,52,0,9.22
470,3691094,Uchiza,PE,-8.4592,-76.4633,92.32,44,54,2.15
471,921786,Mitsamiouli,KM,-11.3847,43.2844,82.15,78,98,6.2
472,926747,Mchinji,MW,-13.7984,32.8802,65.52,96,100,4.83
473,5600685,Meridian,US,43.6121,-116.3915,38.1,56,90,36.82
474,3137469,Sørland,NO,67.667,12.6934,37.4,87,40,11.5
475,4946620,Palmer,US,42.1584,-72.3287,40.24,38,20,8.05
476,6319315,Fonte Boa,BR,-2.4959,-66.2662,84.22,78,49,3.67
477,921900,Dzaoudzi,YT,-12.7887,45.2699,80.6,83,0,5.75
478,6620339,Karratha,AU,-20.7377,116.8463,85.23,58,15,16.46
479,2035836,Manzhouli,CN,49.6,117.4333,31.28,98,100,14.63
480,3355672,Lüderitz,NA,-26.6481,15.1594,65.53,78,0,11.18
481,513898,Otradnoye,RU,59.7775,30.8181,32.99,92,100,6.35
482,6180550,Whitehorse,CA,60.7161,-135.0538,12.96,79,20,6.91
483,5749352,Roseburg,US,43.2165,-123.3417,45.88,71,40,4.61
484,3450083,Santa Maria,BR,-29.6842,-53.8069,86.0,58,20,13.8
485,2240449,Luanda,AO,-8.8368,13.2343,80.6,74,20,10.36
486,3571913,Marsh Harbour,BS,26.5412,-77.0636,76.28,73,0,11.61
487,2025256,Chumikan,RU,54.7183,135.315,-2.74,86,0,19.77
488,5563839,Fortuna,US,40.5982,-124.1573,48.94,100,40,8.05
489,898188,Siavonga,ZM,-16.5382,28.7088,74.05,84,100,4.32
490,1494237,Predivinsk,RU,57.0669,93.4378,-9.85,87,100,6.89
491,2120048,Ust-Nera,RU,64.5667,143.2,-21.89,85,90,1.03
492,2646057,Ipswich,GB,52.0592,1.1555,43.57,66,0,2.3
493,3141310,Rørvik,NO,64.8621,11.2373,33.8,93,75,6.93
494,2026861,Berdigestyakh,RU,62.0989,126.6992,-20.2,86,85,6.42
495,2063042,Port Hedland,AU,-20.3167,118.5667,86.0,74,27,11.5
496,5955902,Fort Nelson,CA,58.8053,-122.7002,-4.0,71,90,2.3
497,4031637,Lavrentiya,RU,65.5833,-171.0,-27.02,78,0,7.76
498,3395042,Mazagão,BR,-0.115,-51.2894,82.4,78,90,6.91
499,3877348,Panguipulli,CL,-39.6333,-72.3333,75.2,53,0,6.91
500,1516589,Zhezkazgan,KZ,47.8043,67.7144,-2.58,93,100,8.41
501,2521215,Baza,ES,37.4907,-2.7726,48.99,75,100,8.46
502,687557,Zatoka,UA,46.0725,30.4654,47.17,87,0,2.24
503,2338242,Ikom,NG,5.9667,8.7063,85.3,40,19,3.38
504,2146219,Hervey Bay,AU,-25.2986,152.8535,73.0,90,84,1.01
505,2686469,Örnsköldsvik,SE,63.2909,18.7153,37.4,70,0,12.66
506,1215502,Banda Aceh,ID,5.5577,95.3222,77.31,75,98,1.95
507,1511146,Azanka,RU,58.0401,64.7893,-11.04,99,85,4.79
508,217562,Butembo,CD,0.15,29.2833,61.29,79,11,3.04
509,598854,Jieznas,LT,54.6,24.1667,37.4,87,90,12.66
510,2400547,Gamba,GA,-2.65,10.0,78.62,82,100,7.0
511,363885,Wau,SS,7.7029,27.9953,80.26,17,0,3.71
512,175961,Mpulungu,ZM,-8.7623,31.1141,72.99,66,28,3.89
513,4440397,Pascagoula,US,30.3658,-88.5561,77.68,73,90,8.05
514,2058682,Wembley,AU,-31.9333,115.8,65.17,63,0,11.5
515,2152659,Port Macquarie,AU,-31.4333,152.9167,69.98,97,53,5.68
516,1308522,Monywa,MM,22.1167,95.1333,71.64,31,0,3.6
517,4328010,Houma,US,29.5958,-90.7195,80.67,65,40,17.27
518,893549,Chipinge,ZW,-20.1883,32.6236,63.95,100,77,6.53
519,119374,Qeshm,IR,26.9581,56.2719,70.72,56,0,6.91
520,3372964,Lagoa,PT,39.05,-27.9833,58.5,89,100,8.19
521,2745392,Flushing,NL,51.4425,3.5736,41.13,87,0,5.75
522,3408424,Ipixuna,BR,-1.7625,-48.8043,75.2,83,75,4.61
523,470368,Vyritsa,RU,59.4078,30.3481,33.4,93,75,11.18
524,1636426,Manggar,ID,-2.8833,108.2667,77.27,82,26,7.0
525,3948613,Acarí,PE,-15.4311,-74.6158,83.3,47,0,11.72
526,524299,Murmashi,RU,68.8154,32.8115,26.6,93,75,2.24
527,1256269,Sillod,IN,20.3,75.65,71.6,53,0,8.12
528,2120612,Tigil',RU,57.8,158.6667,-6.9,91,91,4.92
529,1648082,Boyolangu,ID,-8.1181,111.8935,75.11,87,74,4.05
530,2122262,Palana,RU,59.1167,159.9667,-3.86,93,100,9.01
531,1634614,Nabire,ID,-3.3667,135.4833,76.21,87,100,3.09
532,1791247,Wuhan,CN,30.5833,114.2667,42.8,93,90,4.47
533,2173125,Burnie,AU,-41.0667,145.9167,54.18,84,100,9.69
534,3531042,Chemax,MX,20.65,-87.9333,88.84,41,0,8.16
535,5699404,Scottsbluff,US,41.8666,-103.6672,42.57,24,1,26.46
536,3628503,San Carlos,VE,9.6612,-68.5827,91.44,41,100,3.53
537,3372472,Vila Franca do Campo,PT,37.7167,-25.4333,58.15,100,75,10.36
538,602150,Umeå,SE,63.8284,20.2597,37.36,65,0,12.66
539,1153850,Bo Phloi,TH,14.3236,99.5161,73.85,64,0,6.42
540,6176928,Watrous,CA,51.6668,-105.4679,8.6,78,100,18.41
541,4033356,Tiarei,PF,-17.5333,-149.3333,84.99,66,75,4.61
542,3470137,Belmonte,BR,-15.8631,-38.8828,84.81,70,20,4.61
543,1040652,Maputo,MZ,-25.9653,32.5892,75.09,78,75,16.11
544,1217734,Boysun,UZ,38.2061,67.1986,26.11,84,0,0.92
545,107304,Buraidah,SA,26.326,43.975,59.0,38,0,5.75
546,2122493,Omsukchan,RU,62.5333,155.8,-26.59,82,100,4.12
547,5849996,Lahaina,US,20.8783,-156.6825,73.11,68,20,18.41
548,2019951,Mirny,RU,62.5353,113.9611,-21.24,99,100,2.48
549,2421903,Dinguiraye,GN,11.3,-10.7167,82.45,15,0,1.52
550,6111696,Port-Cartier,CA,50.0334,-66.8654,15.75,31,20,9.22
551,756048,Węgorzewo,PL,54.2157,21.7372,39.15,86,100,15.64
552,3175788,Oga,IT,46.4631,10.347,39.79,74,0,2.3
553,2091996,Madang,PG,-5.2246,145.7966,74.8,88,100,7.16
554,3448903,São João da Barra,BR,-21.6403,-41.0511,82.4,69,40,16.11
555,2338497,Ihiala,NG,5.8538,6.8603,84.87,58,73,9.93
556,3523794,Macultepec,MX,18.1667,-92.8333,87.8,55,1,11.5
557,2013865,Ust'-Uda,RU,54.1742,103.0304,-4.67,89,100,3.02
558,1729469,Baculin,PH,7.4525,126.5842,77.0,74,0,4.52
559,2335614,Kagoro,NG,9.6,8.3833,76.75,30,8,3.22
560,5044290,Saint Anthony,US,45.0205,-93.218,40.12,48,1,19.57
561,3521972,Panabá,MX,21.2833,-88.2667,90.55,37,0,12.03
562,2122605,Okhotsk,RU,59.3833,143.3,-8.48,81,0,9.08
563,3832899,Viedma,AR,-40.8135,-62.9967,99.97,9,100,10.4
564,2986626,Plouzané,FR,48.3833,-4.6167,44.11,81,0,10.36
565,3897347,Calama,CL,-22.4667,-68.9333,75.2,31,0,26.46
566,2189343,Kaeo,NZ,-35.1,173.7833,62.01,94,63,1.99
567,1645528,Denpasar,ID,-8.65,115.2167,78.8,94,40,3.44
568,2621927,Frederikshavn,DK,57.4407,10.5366,41.0,87,0,8.05
569,260895,Karpathos,GR,35.507,27.2132,57.2,77,0,12.66
570,3996893,Caborca,MX,30.5838,-111.101,62.01,23,0,4.0
